Saguaro ID,Year,Height in Inches,Growth in Inches
329,2005,15.5,0.75
329,2006,16.25,0.25
329,2007,16.5,1.25
329,2008,17.75,1
329,2009,18.75,0.5
331,1993,10.5,1.75
331,1994,12.25,-0.375
331,1995,11.875,1.625
331,1996,13.5,2.375
331,1997,15.875,1.25
331,1998,17.125,1.5
331,1999,18.625,1.625
331,2000,20.25,2.25
331,2001,22.5,2
331,2002,24.5,3
331,2003,27.5,3.25
331,2004,30.75,2.25
331,2005,33,2.5
331,2006,35.5,5
331,2007,40.5,3.75
331,2008,44.25,4.75
331,2009,49,4.25
332,1993,6.63,0.87
332,1994,7.5,1.88
332,1995,9.38,1.12
332,1996,10.5,1.25
332,1997,11.75,1.5
332,1998,13.25,1.5
332,1999,14.75,2.5
332,2000,17.25,1.75
332,2001,19,2.5
332,2002,21.5,2
332,2003,23.5,2
332,2004,25.5,2
332,2005,27.5,2.25
332,2006,29.75,3.5
332,2007,33.25,1.5
332,2008,34.75,2.75
332,2009,37.5,2.5
333,1994,3.63,0.37
334,1994,8.25,2.13
334,1995,10.38,1.87
334,1996,12.25,2
334,1997,14.25,2.125
334,1998,16.375,2.375
334,1999,18.75,2.25
334,2000,21,2.5
334,2001,23.5,3.25
334,2002,26.75,2
334,2003,28.75,3
334,2004,31.75,1.75
334,2005,33.5,3
334,2006,36.5,5
334,2007,41.5,5.5
334,2008,47,4
334,2009,51,4.5
335,1994,7.12,2.005
335,1995,9.125,1.505
335,1996,10.63,1.62
335,1997,12.25,1.375
335,1998,13.625,2.5
335,1999,16.125,2.625
335,2000,18.75,2
335,2001,20.75,3
335,2002,23.75,2
335,2003,25.75,2.75
335,2004,28.5,2.25
335,2005,30.75,0.5
335,2006,31.25,6
335,2007,37.25,5
335,2008,42.25,3.75
335,2009,46,4.5
336,1994,1.75,0.375
336,1995,2.125,0.255
336,1996,2.38,0.37
337,1994,3,1.25
337,1995,4.25,0.75
337,1996,5,0.75
337,1997,5.75,0.375
337,1998,6.125,0.5
337,1999,6.625,0.375
337,2000,7,0.5
337,2001,7.5,0.25
337,2002,7.75,-0.25
337,2003,7.5,0.5
337,2004,8,0
337,2005,8,0
337,2006,8,0.5
337,2007,8.5,0
338,1994,3.38,1.745
338,1995,5.125,0.625
339,1994,2.75,0.125
339,1995,2.875,-0.245
339,1996,2.63,0.745
339,1997,3.375,0.375
339,1998,3.75,0
339,1999,3.75,0.5
339,2000,4.25,1.25
339,2001,5.5,-0.25
339,2002,5.25,0.25
340,1994,2.12,0.26
341,1994,1.87,0.755
341,1995,2.625,0.125
341,1996,2.75,0.375
341,1997,3.125,-0.625
342,1994,2.12,0.13
342,1995,2.25,0.13
343,1994,1.12,1.13
343,1995,2.25,-0.25
343,1996,2,1
344,1994,2.38,0.495
344,1995,2.875,-0.255
345,1994,7.63,1.495
345,1995,9.125,-0.745
345,1996,8.38,-1.13
345,1997,7.25,1.875
345,1998,9.125,-2.875
346,1994,4.25,-0.75
347,1994,2,0.125
347,1995,2.125,1.375
347,1996,3.5,0.65
347,1997,4.15,0.475
347,1998,4.625,1.125
347,1999,5.75,1.25
347,2000,7,-0.25
347,2001,6.75,0.25
347,2002,7,0.25
347,2003,7.25,0.25
347,2004,7.5,0.25
347,2005,7.75,-3.75
348,1994,6.12,0.63
348,1995,6.75,-0.25
348,1996,6.5,1.125
348,1997,7.625,0.25
348,1998,7.875,1.25
348,1999,9.125,0.875
348,2000,10,1
348,2001,11,0.25
348,2002,11.25,1.25
350,1994,10.75,2.375
350,1995,13.125,1.375
350,1996,14.5,1.75
350,1997,16.25,2.75
350,1998,19,2
350,1999,21,3.75
350,2000,24.75,3
350,2001,27.75,5
350,2002,32.75,4
350,2003,36.75,3.75
350,2004,40.5,5
350,2005,45.5,4.25
350,2006,49.75,7
350,2007,56.75,6
350,2008,62.75,6.5
352,1994,4.38,1.37
352,1995,5.75,0
352,1996,5.75,1
352,1997,6.75,1.25
353,1994,6.5,-0.625
353,1995,5.875,0.995
353,1996,6.87,0.88
353,1997,7.75,-0.375
353,1998,7.375,1.125
353,1999,8.5,1
353,2000,9.5,0.25
353,2001,9.75,0
355,1994,4,1.125
355,1995,5.125,-0.745
356,1995,2.875,0.625
356,1996,3.5,0.5
356,1997,4,0.5
356,1998,4.5,1.375
356,1999,5.875,1.375
356,2000,7.25,0.5
356,2001,7.75,0.5
356,2002,8.25,1
356,2003,9.25,0.75
356,2004,10,0.5
356,2005,10.5,0.5
356,2006,11,1.5
356,2007,12.5,2
356,2008,14.5,2
356,2009,16.5,0.5
357,1995,3.25,0.62
357,1996,3.87,0.63
357,1997,4.5,0.625
357,1998,5.125,1.375
357,1999,6.5,1.25
357,2000,7.75,0.75
357,2001,8.5,0
357,2002,8.5,0.25
357,2003,8.75,0.75
357,2004,9.5,1
357,2005,10.5,0.75
357,2006,11.25,2.25
357,2007,13.5,2.5
357,2008,16,2.5
357,2009,18.5,1
358,1995,5.125,0.745
358,1996,5.87,1.255
358,1997,7.125,0.75
358,1998,7.875,1.5
358,1999,9.375,0.875
358,2000,10.25,2.25
358,2001,12.5,2.25
358,2002,14.75,1.75
358,2003,16.5,2.25
358,2004,18.75,2.25
358,2005,21,2.75
358,2006,23.75,2.25
358,2007,26,3.25
358,2008,29.25,4.25
358,2009,33.5,3
359,1995,10.5,1.75
359,1996,12.25,2
359,1997,14.25,1.75
359,1998,16,2
359,1999,18,1.5
359,2000,19.5,2
359,2001,21.5,3.25
359,2002,24.75,2.75
359,2003,27.5,3
359,2004,30.5,2.75
359,2005,33.25,2.75
359,2006,36,4.25
359,2007,40.25,4.75
359,2008,45,5.25
359,2009,50.25,3.25
360,1995,5.38,0.87
360,1996,6.25,0.75
360,1997,7,0.75
360,1998,7.75,0.75
360,1999,8.5,1.75
360,2000,10.25,2.25
360,2001,12.5,1.75
360,2002,14.25,2
360,2003,16.25,1.25
360,2004,17.5,2.75
360,2005,20.25,2.75
360,2006,23,3.25
360,2007,26.25,4.5
360,2008,30.75,5.25
360,2009,36,4
362,1995,8.38,1.37
362,1996,9.75,0.875
362,1997,10.625,1.125
362,1998,11.75,2.5
362,1999,14.25,1.75
362,2000,16,0.5
362,2001,16.5,2.75
362,2002,19.25,1.75
362,2003,21,3.25
362,2004,24.25,-0.25
362,2005,24,0
362,2006,24,1.75
362,2007,25.75,2
362,2008,27.75,2
362,2009,29.75,1.75
363,1995,7.75,0.12
363,1996,7.87,1.63
363,1997,9.5,1
363,1998,10.5,2
363,1999,12.5,1.75
363,2000,14.25,0.75
363,2001,15,1.75
363,2002,16.75,1.25
363,2003,18,2
363,2004,20,1
363,2005,21,2
363,2006,23,2.25
363,2007,25.25,1.75
363,2008,27,3
363,2009,30,2.25
364,1995,7.25,0.87
364,1996,8.12,1.255
364,1997,9.375,0.625
364,1998,10,1.25
364,1999,11.25,1.5
364,2000,12.75,0.5
364,2001,13.25,1
364,2002,14.25,-0.25
364,2003,14,1.5
364,2004,15.5,1
364,2005,16.5,0.5
364,2006,17,1.75
364,2007,18.75,1
364,2008,19.75,1.75
364,2009,21.5,1
365,1995,5.875,-0.495
365,1996,5.38,0.37
365,1997,5.75,0
365,1998,5.75,0.375
365,1999,6.125,0.625
365,2000,6.75,0.75
365,2001,7.5,-0.25
365,2002,7.25,0
365,2003,7.25,0.5
365,2004,7.75,-0.5
365,2005,7.25,-0.25
365,2006,7,0
365,2007,7,0.75
365,2008,7.75,0.75
365,2009,8.5,-0.75
366,1995,7.75,0.75
366,1996,8.5,2
366,1997,10.5,0.5
366,1998,11,1.875
366,1999,12.875,1.125
366,2000,14,1.75
366,2001,15.75,0.75
366,2002,16.5,3
366,2003,19.5,2.5
366,2004,22,2.75
366,2005,24.75,2
366,2006,26.75,3.75
366,2007,30.5,4.25
366,2008,34.75,4
366,2009,38.75,1.5
367,1995,10.75,-0.63
367,1996,10.12,0.38
367,1997,10.5,0.375
367,1998,10.875,1.125
368,1995,7.625,1.625
368,1996,9.25,3.25
368,1997,12.5,0.375
368,1998,12.875,2
368,1999,14.875,3.375
368,2000,18.25,2.5
368,2001,20.75,4.5
368,2002,25.25,2.5
368,2003,27.75,3.75
368,2004,31.5,3.75
368,2005,35.25,4.75
368,2006,40,3
368,2007,43,7.5
368,2008,50.5,7.5
368,2009,58,3.25
369,1995,3.75,0.63
369,1996,4.38,0.745
369,1997,5.125,0.875
369,1998,6,1
369,1999,7,1.5
369,2000,8.5,0.75
369,2001,9.25,1.75
369,2002,11,1.25
369,2003,12.25,4
369,2004,16.25,-0.75
369,2005,15.5,1.75
369,2006,17.25,2.5
369,2007,19.75,3.75
369,2008,23.5,4
369,2009,27.5,2
370,1995,7.25,0.5
370,1996,7.75,1.5
370,1997,9.25,1.25
370,1998,10.5,1.125
370,1999,11.625,-0.125
370,2000,11.5,0.5
370,2001,12,-1
370,2002,11,2
370,2003,13,0.75
370,2004,13.75,2.25
370,2005,16,0.75
370,2006,16.75,2.75
370,2007,19.5,3.25
370,2008,22.75,2.25
370,2009,25,1
371,1996,9.12,1.13
371,1997,10.25,1.375
371,1998,11.625,1.375
371,1999,13,2
371,2000,15,1.5
371,2001,16.5,2.25
371,2002,18.75,2.25
371,2003,21,2.75
371,2004,23.75,2.25
371,2005,26,3
371,2006,29,3.75
371,2007,32.75,3
371,2008,35.75,3.75
371,2009,39.5,3
373,1996,7,1.25
373,1997,8.25,0.875
373,1998,9.125,2.125
373,1999,11.25,0.5
373,2000,11.75,2.5
373,2001,14.25,0.25
373,2002,14.5,1.25
373,2003,15.75,2.25
373,2004,18,1.25
373,2005,19.25,1
373,2006,20.25,2.75
373,2007,23,1.25
373,2008,24.25,2.25
373,2009,26.5,1.5
374,1996,8.38,1.62
374,1997,10,2.25
374,2001,17,2.25
374,2002,19.25,2.25
374,2003,21.5,5
374,2004,26.5,3.5
374,2005,30,3
374,2006,33,5
374,2007,38,6
374,2008,44,5.75
374,2009,49.75,4.5
376,1996,3.5,1.5
376,1997,5,1.25
376,1998,6.25,2.375
376,1999,8.625,2.375
376,2000,11,2
376,2001,13,3.25
376,2002,16.25,3.5
376,2003,19.75,3.75
376,2004,23.5,3.25
376,2005,26.75,4.25
376,2006,31,4.75
376,2007,35.75,4.75
376,2008,40.5,4.75
376,2009,45.25,5.75
377,1997,8.875,1
377,1998,9.875,1.125
377,1999,11,1.5
377,2000,12.5,1
377,2001,13.5,1.25
377,2002,14.75,1.5
377,2003,16.25,1.25
377,2004,17.5,0.5
377,2005,18,1.5
377,2006,19.5,2
377,2007,21.5,1.5
377,2008,23,1.5
377,2009,24.5,1.25
378,1997,3.625,-0.625
378,1998,3,1
378,1999,4,-0.5
378,2000,3.5,0.75
378,2001,4.25,0.5
378,2002,4.75,-0.25
378,2003,4.5,0.5
378,2004,5,-0.25
378,2005,4.75,0.5
378,2006,5.25,0.75
378,2007,6,0
379,1997,2.375,0.375
379,1998,2.75,0.125
379,1999,2.875,0.125
379,2000,3,1.75
379,2001,4.75,0
379,2002,4.75,0.5
379,2003,5.25,0.5
379,2004,5.75,0.5
379,2005,6.25,0.25
379,2006,6.5,1
379,2007,7.5,1
379,2008,8.5,0.5
379,2009,9,1
380,1997,6.375,1.375
380,1998,7.75,1.375
380,1999,9.125,1.875
380,2000,11,1.5
380,2001,12.5,1.75
380,2002,14.25,3.5
380,2003,17.75,0
380,2004,17.75,2.5
380,2005,20.25,3
380,2006,23.25,3.25
380,2007,26.5,4.25
380,2008,30.75,3.5
380,2009,34.25,3.25
381,1997,10.75,0.5
381,1998,11.25,1.5
381,1999,12.75,1
381,2000,13.75,0.5
381,2001,14.25,1.25
381,2002,15.5,1.5
381,2003,17,1
381,2004,18,1
381,2005,19,1.5
381,2006,20.5,2.25
381,2007,22.75,2.5
381,2008,25.25,3.25
381,2009,28.5,3
382,1997,6.5,0.125
382,1998,6.625,3.125
382,1999,9.75,1
383,1997,7.75,0.875
383,1998,8.625,1.125
383,1999,9.75,0.75
383,2000,10.5,2
383,2001,12.5,1
383,2002,13.5,1.25
383,2003,14.75,1.75
383,2004,16.5,0.75
383,2005,17.25,1.75
383,2006,19,2
383,2007,21,2.5
383,2008,23.5,3.25
383,2009,26.75,2
384,1997,5,0
384,1998,5,-1
385,1997,4.875,-0.125
385,1998,4.75,0.75
385,1999,5.5,0.75
385,2000,6.25,0
385,2001,6.25,0.25
385,2002,6.5,0.5
385,2003,7,0.75
385,2004,7.75,0
385,2005,7.75,0.75
385,2006,8.5,0.25
385,2007,8.75,1.5
385,2008,10.25,1
385,2009,11.25,0.5
386,1998,1.5,0
386,1999,1.5,0.75
386,2000,2.25,0.625
386,2001,2.875,0.125
386,2002,3,0.5
386,2003,3.5,0.75
386,2004,4.25,0.25
386,2005,4.5,0.25
386,2006,4.75,1.5
386,2007,6.25,1.25
386,2008,7.5,0
386,2009,7.5,0.25
387,1998,4,0.375
387,1999,4.375,0.625
387,2000,5,0.5
387,2001,5.5,0.75
387,2002,6.25,0.5
387,2003,6.75,0.75
387,2004,7.5,0.25
388,1998,5,0.75
389,1998,2.875,0.375
389,1999,3.25,1.25
389,2000,4.5,1
389,2001,5.5,1
389,2002,6.5,1.25
389,2003,7.75,1.25
389,2004,9,0.25
389,2005,9.25,0.5
389,2006,9.75,1.75
389,2007,11.5,1.25
389,2008,12.75,1.5
389,2009,14.25,0
390,1998,7,1
390,1999,8,0.75
390,2000,8.75,1
390,2001,9.75,1.5
390,2002,11.25,1.25
390,2003,12.5,1.5
390,2004,14,0.75
390,2005,14.75,1.75
390,2006,16.5,2.75
390,2007,19.25,2
390,2008,21.25,3.25
390,2009,24.5,2.25
391,1998,11,1.375
391,1999,12.375,1.625
391,2000,14,1.5
391,2001,15.5,2.25
391,2002,17.75,1.5
391,2003,19.25,2.25
391,2004,21.5,1.75
391,2005,23.25,1.5
391,2006,24.75,3.75
391,2007,28.5,3.5
391,2008,32,3
391,2009,35,3.5
392,1998,4.75,0.375
392,1999,5.125,0.625
392,2000,5.75,0.5
392,2001,6.25,0.75
392,2002,7,0.75
392,2003,7.75,1
392,2004,8.75,0.25
392,2005,9,1
392,2006,10,2.75
392,2007,12.75,1.75
392,2008,14.5,3
392,2009,17.5,0
393,1999,2.75,0
393,2000,2.75,0.75
394,2000,6,0.5
394,2001,6.5,1
394,2002,7.5,0.25
394,2003,7.75,0.5
394,2004,8.25,0.5
394,2005,8.75,0.25
394,2006,9,1.25
394,2007,10.25,2
394,2008,12.25,0.75
394,2009,13,0
396,2000,6.25,1
396,2001,7.25,0.25
396,2002,7.5,0.5
396,2003,8,-0.25
396,2004,7.75,0.5
396,2005,8.25,0.5
396,2006,8.75,0.5
396,2007,9.25,1
396,2008,10.25,0.5
396,2009,10.75,0.5
397,2000,9.5,2
397,2001,11.5,1.25
397,2002,12.75,1.75
397,2003,14.5,1.75
397,2004,16.25,1.25
397,2005,17.5,1
397,2006,18.5,3.5
397,2007,22,3.25
397,2008,25.25,2.25
397,2009,27.5,1.75
398,2000,4.25,1
398,2001,5.25,1.25
398,2002,6.5,0.5
398,2003,7,1.5
398,2004,8.5,0.25
398,2005,8.75,0.75
398,2006,9.5,0.75
398,2007,10.25,1.5
398,2008,11.75,1.75
398,2009,13.5,0.5
399,2000,6.5,0.75
399,2001,7.25,1.5
399,2002,8.75,0.25
399,2003,9,2
399,2004,11,0.5
399,2005,11.5,1.25
399,2006,12.75,1.25
399,2007,14,2
399,2008,16,2
399,2009,18,1.25
400,2000,3,0.75
400,2001,3.75,0.75
400,2002,4.5,0.75
400,2003,5.25,1.25
400,2004,6.5,0.75
400,2005,7.25,1
400,2006,8.25,1.25
400,2007,9.5,1.5
400,2008,11,0.75
400,2009,11.75,0.5
401,2000,13.5,0.75
401,2001,14.25,1.25
401,2002,15.5,2
401,2003,17.5,2.75
401,2004,20.25,2.25
401,2005,22.5,2
401,2006,24.5,5.25
401,2007,29.75,4.25
401,2008,34,5.5
401,2009,39.5,4.75
402,2001,7,0.125
402,2002,7.125,0.625
402,2003,7.75,1.25
402,2004,9,0
402,2005,9,0.25
402,2006,9.25,1
402,2007,10.25,1
402,2008,11.25,0.5
402,2009,11.75,0.75
403,2001,6.75,0.25
403,2002,7,0.75
403,2003,7.75,0.75
403,2004,8.5,0.25
403,2005,8.75,0
403,2006,8.75,1.75
403,2007,10.5,0.5
403,2008,11,0.25
403,2009,11.25,-0.25
404,2001,7.75,1.25
404,2002,9,0.5
404,2003,9.5,-0.5
404,2004,9,1
404,2005,10,-0.75
404,2006,9.25,1
404,2007,10.25,-0.5
404,2008,9.75,0
404,2009,9.75,0
405,2002,12.5,0
405,2003,12.5,1
405,2004,13.5,1
405,2005,14.5,-0.5
405,2006,14,1.75
405,2007,15.75,1
405,2008,16.75,1.5
405,2009,18.25,-0.75
406,2002,8.5,1.5
406,2003,10,0.75
406,2004,10.75,0.75
406,2005,11.5,1.25
406,2006,12.75,1.75
406,2007,14.5,-0.5
406,2008,14,1.5
406,2009,15.5,0
407,2003,7.5,0.75
407,2004,8.25,0.75
407,2005,9,0.75
407,2006,9.75,1
407,2007,10.75,1.5
407,2008,12.25,1.75
407,2009,14,0.5
408,2003,5.75,1.5
408,2004,7.25,0.75
408,2005,8,0.5
408,2006,8.5,1.75
408,2007,10.25,1.75
408,2008,12,1
408,2009,13,0.5
410,2004,5.5,0.5
410,2005,6,0
410,2006,6,0.75
410,2007,6.75,-0.25
412,2004,8.25,-0.25
414,2005,6.25,0
414,2006,6.25,0.75
414,2007,7,-0.5
415,2007,21.5,0.5
415,2008,22,1.25
415,2009,23.25,0.25
1167,1980,24,2
1167,1981,26,1.928480088
1167,1983,30,7
1167,1984,37,3
1169,1980,14,-1
1169,1981,13,2.297058541
1169,1983,18,1
1169,1984,19,1
1169,1985,20,0
1169,1986,20,2.5
1169,1987,22.5,2.875
1169,1988,25.375,3.375
1169,1989,28.75,1.375
1169,1990,30.125,3.875
1169,1991,34,2
1169,1992,36,3.38
1169,1993,39.38,2.12
1169,1994,41.5,5.88
1169,1995,47.38,3.49
1169,1996,50.87,5.88
1169,1997,56.75,3.875
1169,1998,60.625,4
1169,1999,64.625,4.375
1170,1980,20,3
1170,1981,23,2.82634314
1170,1983,29,3
1170,1984,32,3
1170,1985,35,0
1171,1980,13,0
1171,1981,13,1.422205102
1171,1983,16,3
1173,1980,24,1
1173,1981,25,4.154759474
1173,1983,34,6
1173,1984,40,5
1173,1985,45,0
1173,1986,45,6
1173,1987,51,5.875
1173,1988,56.875,5
1173,1989,61.875,5.375
1174,1983,53,3
1174,1984,56,11
1175,1980,19,0
1175,1981,19,4.473389189
1175,1983,29,5.5
1175,1984,34.5,6.5
1175,1985,41,8
1175,1986,49,5
1175,1987,54,7
1175,1988,61,5.25
1175,1989,66.25,4.75
1176,1980,24,1
1176,1981,25,4.154759474
1176,1983,34,9
1176,1984,43,6
1176,1985,49,5
1176,1986,54,4
1176,1987,58,7
1176,1988,65,6.5
1177,1980,27,4
1177,1981,31,4.65108694
1177,1983,41,6
1177,1984,47,8
1177,1985,55,9
1177,1986,64,6
1178,1980,11,4
1178,1981,15,0.491933385
1178,1983,16,0
1180,1980,21,2
1180,1981,23,5.372521918
1180,1983,35,6
1180,1984,41,5
1180,1985,46,8
1180,1986,54,6
1180,1987,60,6.875
1180,1988,66.875,9.125
1181,1979,6,2
1181,1980,8,1
1181,1981,9,1.816653826
1181,1983,13,2
1181,1984,15,1
1181,1985,16,3
1181,1986,19,4.5
1181,1987,23.5,3.25
1181,1988,26.75,3.75
1181,1989,30.5,3.25
1181,1990,33.75,3.875
1181,1991,37.625,3.125
1181,1992,40.75,6.5
1181,1993,47.25,3.75
1181,1994,51,7
1181,1995,58,3.75
1181,1996,61.75,6
1181,1997,67.75,6.25
1182,1979,12,5
1182,1980,17,3
1182,1981,20,4.083189158
1182,1983,29,4
1182,1984,33,4
1182,1985,37,5
1182,1986,42,5
1182,1987,47,6.5
1182,1988,53.5,2
1182,1989,55.5,4.25
1182,1990,59.75,6.625
1183,1979,6,0
1183,1980,6,0
1184,1980,9,2
1184,1981,11,1.409673646
1184,1983,14,1.5
1184,1984,15.5,3
1184,1985,18.5,4.5
1184,1986,23,1.75
1184,1987,24.75,4.875
1184,1988,29.625,3.125
1184,1989,32.75,3.75
1184,1990,36.5,3.875
1184,1991,40.375,3.125
1184,1992,43.5,4.75
1184,1993,48.25,0.25
1184,1994,48.5,4.88
1184,1995,53.38,1.24
1184,1996,54.62,4.005
1184,1997,58.625,1.625
1184,1998,60.25,7.25
1184,1999,67.5,6.5
1185,1980,6,2
1185,1981,8,1.797958971
1185,1983,12,4
1185,1984,16,3
1185,1985,19,4
1185,1986,23,3.5
1185,1987,26.5,5.25
1185,1988,31.75,4.75
1185,1989,36.5,6.75
1185,1990,43.25,9.25
1185,1991,52.5,4.88
1185,1992,57.38,8.87
1185,1993,66.25,7
1186,1979,6,3
1186,1980,9,0
1186,1981,9,1.392304845
1186,1983,12,1
1186,1984,13,2
1186,1985,15,0
1186,1986,15,0.75
1186,1987,15.75,0.25
1186,1990,18.25,1.875
1186,1991,20.125,0.745
1186,1992,20.87,1
1186,1993,21.87,2.13
1186,1994,24,2.25
1186,1995,26.25,1.25
1186,1996,27.5,2.5
1186,1997,30,2.875
1186,1998,32.875,2.625
1186,1999,35.5,3.5
1186,2000,39,3
1186,2001,42,4.25
1186,2002,46.25,3.25
1186,2003,49.5,5.75
1186,2004,55.25,4.25
1186,2005,59.5,4.25
1186,2006,63.75,6.25
1187,1980,15,1
1187,1981,16,1.435595774
1187,1983,19,3
1187,1984,22,3
1187,1985,25,2
1187,1986,27,3.5
1187,1987,30.5,2.75
1187,1988,33.25,3.125
1187,1989,36.375,3.875
1187,1990,40.25,5
1187,1991,45.25,2.93
1187,1992,48.18,5.32
1187,1993,53.5,4
1187,1994,57.5,4.375
1187,1995,61.875,3.995
1187,1996,65.87,4.38
1189,1981,10,1.401754251
1189,1983,13,2
1189,1984,15,1
1189,1985,16,0
1189,1988,21,-4.125
1190,1983,9,4
1190,1984,13,2
1190,1985,15,1
1190,1986,16,3
1190,1987,19,3.25
1190,1988,22.25,2.75
1190,1989,25,2.625
1190,1990,27.625,1.375
1190,1991,29,3.87
1190,1992,32.87,4.38
1190,1993,37.25,2.75
1190,1994,40,6.38
1190,1995,46.38,5.37
1190,1996,51.75,4.75
1190,1997,56.5,6.875
1190,1998,63.375,4.75
1191,1983,9,3
1191,1984,12,2
1191,1985,14,1
1191,1986,15,2
1191,1987,17,3.25
1191,1988,20.25,1.75
1191,1989,22,2.25
1191,1990,24.25,3.5
1191,1991,27.75,3.63
1191,1992,31.38,5.12
1191,1993,36.5,1.75
1191,1994,38.25,6.75
1191,1995,45,5
1191,1996,50,5
1191,1997,55,6.25
1191,1998,61.25,5.75
1191,1999,67,5.5
1192,1983,12,3
1192,1984,15,1
1192,1985,16,1
1192,1986,17,1.25
1192,1987,18.25,3
1192,1988,21.25,1.75
1192,1989,23,2
1192,1990,25,2.25
1192,1991,27.25,2.25
1192,1992,29.5,3
1192,1993,32.5,2
1192,1994,34.5,4.88
1192,1995,39.38,3.37
1192,1996,42.75,4.125
1192,1997,46.875,4.875
1192,1998,51.75,4.25
1192,1999,56,4.75
1192,2000,60.75,4.25
1192,2001,65,9
1193,1985,11,1
1193,1986,12,0.5
1193,1987,12.5,2.75
1193,1988,15.25,1.625
1193,1989,16.875,0.5
1193,1990,17.375,4.375
1193,1991,21.75,2
1193,1992,23.75,2.63
1193,1993,26.38,2.37
1193,1994,28.75,1.25
1193,1995,30,-4
1193,1996,26,1.5
1193,2005,55,7
1193,2006,62,1.5
1193,2007,63.5,3.5
1193,2008,67,3.5
1194,1986,11,3.5
1194,1987,14.5,2.5
1194,1988,17,3.875
1194,1989,20.875,1.375
1194,1990,22.25,4.5
1194,1991,26.75,3.63
1194,1992,30.38,3.37
1194,1993,33.75,2
1194,1994,35.75,3.75
1194,1995,39.5,3.12
1194,1996,42.62,2.88
1194,1997,45.5,4.125
1194,1998,49.625,4.125
1194,1999,53.75,3.75
1194,2000,57.5,5.5
1194,2001,63,6.5
1195,1986,18,4.5
1195,1987,22.5,0.625
1195,1988,23.125,3
1195,1989,26.125,4.375
1195,1990,30.5,4.125
1195,1991,34.625,2.995
1195,1992,37.62,4.76
1195,1993,42.38,3.62
1195,1994,46,6.5
1195,1995,52.5,5
1195,1996,57.5,6.5
1195,1997,64,8
1196,1986,27,5.5
1196,1987,32.5,2.875
1196,1988,35.375,4.125
1196,1989,39.5,4.875
1196,1990,44.375,4.375
1196,1991,48.75,5.25
1196,1992,54,5.5
1196,1993,59.5,3.75
1196,1994,63.25,5.75
1198,1987,11.25,2.5
1198,1988,13.75,2.625
1198,1989,16.375,2.25
1198,1990,18.625,1.625
1198,1991,20.25,3.38
1198,1992,23.63,2.75
1198,1993,26.38,4.25
1198,1994,30.63,6.75
1198,1995,37.38,3.62
1198,1996,41,5.125
1198,1997,46.125,6.125
1198,1998,52.25,3.5
1198,1999,55.75,5.75
1198,2000,61.5,1.75
1198,2001,63.25,6.25
1199,1987,3,2
1200,1987,3.25,-0.375
1203,1987,8,1.875
1203,1988,9.875,2.375
1203,1989,12.25,2.875
1203,1990,15.125,5.375
1203,1991,20.5,2.25
1203,1992,22.75,4.5
1203,1993,27.25,2.75
1203,1994,30,6
1203,1995,36,3.62
1203,1996,39.62,6.005
1203,1997,45.625,7.125
1203,1998,52.75,6.875
1203,1999,59.625,7.375
1204,1987,7,1.625
1204,1988,8.625,1.125
1204,1989,9.75,1.625
1204,1990,11.375,2.75
1204,1991,14.125,1.255
1204,1992,15.38,3.87
1204,1993,19.25,3
1204,1994,22.25,3.75
1204,1995,26,3.75
1204,1996,29.75,4.875
1204,1997,34.625,4.75
1204,1998,39.375,4.875
1204,1999,44.25,7.25
1204,2000,51.5,5.25
1204,2001,56.75,9
1204,2002,65.75,4.75
1205,1987,11,1.875
1205,1988,12.875,2.5
1205,1989,15.375,1.875
1205,1990,17.25,2.625
1205,1991,19.875,1.995
1205,1992,21.87,3.51
1205,1993,25.38,1.62
1205,1994,27,3.5
1205,1995,30.5,2.62
1205,1996,33.12,3.255
1205,1997,36.375,4.875
1205,1998,41.25,4.125
1205,1999,45.375,4.125
1205,2000,49.5,4.25
1205,2001,53.75,7.25
1205,2002,61,5.5
1205,2003,66.5,6.5
1206,1987,9.5,2.375
1206,1988,11.875,2.125
1206,1989,14,2.125
1206,1990,16.125,3.125
1206,1991,19.25,1.75
1206,1992,21,4
1206,1993,25,4.25
1206,1994,29.25,4.5
1206,1995,33.75,3.5
1206,1996,37.25,5.5
1206,1997,42.75,4.875
1206,1998,47.625,4.625
1206,1999,52.25,6.75
1206,2000,59,6
1206,2001,65,6
1207,1987,8,2.25
1207,1988,10.25,2.125
1207,1989,12.375,2.375
1207,1990,14.75,2.5
1207,1991,17.25,2.62
1207,1992,19.87,3.63
1207,1993,23.5,3.12
1207,1994,26.62,4.13
1207,1995,30.75,1.87
1207,1996,32.62,0.755
1207,1997,33.375,9.625
1207,1998,43,2.75
1207,1999,45.75,4.75
1207,2000,50.5,4.5
1207,2001,55,6.5
1207,2002,61.5,4
1207,2003,65.5,5.25
1208,1987,5.75,1.375
1208,1988,7.125,2
1208,1989,9.125,0.625
1208,1990,9.75,1.25
1208,1991,11,2.12
1208,1992,13.12,0.51
1208,1993,13.63,2.37
1208,1994,16,2.75
1208,1995,18.75,2.12
1208,1996,20.87,2.38
1208,1997,23.25,4.5
1208,1998,27.75,1.25
1208,1999,29,2
1208,2000,31,1.75
1208,2001,32.75,4.5
1208,2002,37.25,1
1208,2003,38.25,4
1208,2004,42.25,2.25
1208,2005,44.5,1.5
1208,2006,46,4.75
1208,2007,50.75,2.75
1208,2008,53.5,4
1208,2009,57.5,4
