Saguaro ID,Year,Height in Inches,Growth in Inches
1209,1987,21,2.75
1209,1988,23.75,1
1209,1989,24.75,5.5
1209,1990,30.25,4.25
1209,1991,34.5,3.37
1209,1992,37.87,6.25
1209,1993,44.12,3.38
1209,1994,47.5,4.625
1209,1995,52.125,5.995
1209,1996,58.12,4.755
1209,1997,62.875,8.125
1210,1988,15.125,2.125
1210,1989,17.25,1.375
1210,1990,18.625,2.75
1210,1991,21.375,2.005
1210,1992,23.38,3.24
1210,1993,26.62,2.88
1210,1994,29.5,4.25
1210,1995,33.75,3.87
1210,1996,37.62,5.38
1210,1997,43,6
1210,1998,49,6.5
1210,1999,55.5,6.5
1210,2000,62,6.75
1211,1988,6,1.25
1211,1989,7.25,1.75
1211,1990,9,0.875
1211,1991,9.875,0.875
1211,1992,10.75,0.37
1211,1993,11.12,1.88
1211,1994,13,2
1211,1995,15,1.12
1211,1996,16.12,1.255
1211,1997,17.375,2.375
1211,1998,19.75,1.875
1211,1999,21.625,2.375
1211,2000,24,2
1211,2001,26,2
1211,2002,28,2
1211,2003,30,2
1211,2004,32,3.25
1211,2005,35.25,3
1211,2006,38.25,4.75
1211,2007,43,4.25
1211,2008,47.25,6.25
1211,2009,53.5,4
1213,1988,6,1.125
1213,1989,7.125,1
1213,1990,8.125,2
1213,1991,10.125,0.745
1213,1992,10.87,1.63
1213,1993,12.5,2.25
1213,1994,14.75,2
1213,1995,16.75,1.75
1213,1996,18.5,3
1213,1997,21.5,2.5
1213,1998,24,2.75
1213,1999,26.75,4.25
1213,2000,31,3.5
1213,2001,34.5,4.5
1213,2002,39,3.5
1213,2003,42.5,6.75
1213,2004,49.25,3.5
1213,2005,52.75,5.25
1213,2006,58,7.75
1214,1989,34.75,4.75
1214,1990,39.5,4
1214,1991,43.5,5.37
1214,1992,48.87,6.88
1214,1993,55.75,5.75
1214,1994,61.5,5.25
1214,1995,66.75,5.75
1215,1990,5,0.5
1216,1991,7,1.12
1216,1992,8.12,2.51
1216,1993,10.63,1.75
1216,1994,12.38,2.87
1216,1995,15.25,3.25
1216,1996,18.5,4
1216,1997,22.5,5
1216,1998,27.5,5
1216,1999,32.5,5.25
1216,2000,37.75,4.25
1216,2001,42,8.25
1216,2002,50.25,5.25
1216,2003,55.5,8.75
1216,2004,64.25,7.25
1217,1991,7,1.12
1217,1992,8.12,2
1217,1993,10.12,0.26
1217,1994,10.38,3.12
1217,1995,13.5,1.5
1217,1996,15,2.25
1217,1997,17.25,3.375
1217,1998,20.625,2.25
1217,1999,22.875,2.375
1217,2000,25.25,2.5
1217,2001,27.75,4
1217,2002,31.75,3.25
1217,2003,35,4
1217,2004,39,3.75
1217,2005,42.75,4.25
1217,2006,47,6.5
1217,2007,53.5,6
1217,2008,59.5,7.75
1218,1992,5.5,0.88
1218,1993,6.38,1.25
1218,1994,7.63,2.245
1218,1995,9.875,0.875
1218,1996,10.75,2.5
1218,1997,13.25,2.75
1218,1998,16,2.375
1218,1999,18.375,2.625
1218,2000,21,1.25
1218,2001,22.25,2.5
1218,2002,24.75,2
1218,2003,26.75,3.75
1218,2004,30.5,2.75
1218,2005,33.25,1.25
1218,2006,34.5,4
1218,2007,38.5,3
1218,2008,41.5,6
1218,2009,47.5,3.75
1219,1992,4.38,1.12
1219,1993,5.5,1
1219,1994,6.5,0.88
1219,1995,7.38,0.62
1219,1996,8,1.5
1219,1997,9.5,1.5
1219,1998,11,1.5
1219,1999,12.5,1.75
1219,2000,14.25,1
1219,2001,15.25,1.75
1219,2002,17,1.75
1219,2003,18.75,1
1219,2004,19.75,2.75
1219,2005,22.5,2.75
1219,2006,25.25,3.25
1219,2007,28.5,2
1219,2008,30.5,4.5
1219,2009,35,3.5
1220,1992,3.75,0.75
1221,1992,2.75,0.5
1221,1993,3.25,0.75
1221,1994,4,0.25
1221,1995,4.25,0.37
1221,1996,4.62,1.005
1221,1997,5.625,0.875
1221,1998,6.5,1.25
1221,1999,7.75,0.5
1221,2000,8.25,2
1221,2001,10.25,1.25
1221,2002,11.5,1
1221,2003,12.5,1
1221,2004,13.5,-0.5
1221,2005,13,2.5
1221,2006,15.5,1.5
1221,2007,17,0.75
1221,2008,17.75,2.75
1221,2009,20.5,0.5
1223,1993,6,1.25
1223,1994,7.25,1.25
1223,1995,8.5,1.5
1223,1996,10,1.625
1223,1997,11.625,2.5
1223,1998,14.125,3.5
1223,1999,17.625,1.125
1223,2000,18.75,5
1223,2001,23.75,5
1223,2002,28.75,2.25
1223,2003,31,5.75
1223,2004,36.75,4
1223,2005,40.75,6.75
1223,2006,47.5,6
1223,2007,53.5,7
1223,2008,60.5,7.25
1224,1994,7.63,2.245
1224,1995,9.875,0.995
1224,1996,10.87,3.63
1224,1997,14.5,2.75
1224,1998,17.25,3.125
1224,1999,20.375,3.125
1224,2000,23.5,3.75
1224,2001,27.25,6
1224,2002,33.25,3.5
1224,2003,36.75,7.25
1224,2004,44,6.5
1224,2005,50.5,6.5
1224,2006,57,9.75
1226,1995,8,0.5
1226,1996,8.5,2
1226,1997,10.5,2.5
1226,1998,13,0.75
1226,1999,13.75,1.5
1226,2000,15.25,1.25
1226,2001,16.5,2.5
1226,2002,19,1.5
1226,2003,20.5,2
1226,2004,22.5,1.25
1226,2005,23.75,2.5
1226,2006,26.25,3.25
1226,2007,29.5,3.75
1226,2008,33.25,4
1226,2009,37.25,4.5
1227,1996,8.75,1.25
1227,1997,10,2.75
1227,1998,12.75,1.75
1227,1999,14.5,4
1227,2000,18.5,2.25
1227,2001,20.75,4.75
1227,2002,25.5,3.75
1227,2003,29.25,5.25
1227,2004,34.5,5
1227,2005,39.5,5.5
1227,2006,45,6.75
1227,2007,51.75,8
1227,2008,59.75,7.25
1227,2009,67,5.25
1228,1996,16.25,1.75
1228,1997,18,2.875
1228,1998,20.875,0.625
1228,1999,21.5,1
1228,2000,22.5,2
1228,2001,24.5,3.25
1228,2002,27.75,2.5
1228,2003,30.25,2.75
1228,2004,33,1.75
1228,2005,34.75,5.75
1228,2006,40.5,6
1228,2007,46.5,4
1228,2008,50.5,5.25
1228,2009,55.75,5.75
1229,1996,9.12,1.63
1229,1997,10.75,1.875
1229,1998,12.625,1.375
1229,1999,14,2.5
1229,2000,16.5,1.5
1229,2001,18,4.5
1229,2002,22.5,0.25
1229,2003,22.75,3.5
1229,2004,26.25,2.25
1229,2005,28.5,2.75
1229,2006,31.25,4
1229,2007,35.25,3.75
1229,2008,39,3.75
1229,2009,42.75,2.75
1230,1996,6.12,0.755
1230,1997,6.875,1.125
1230,1998,8,1.5
1230,1999,9.5,0.25
1230,2000,9.75,0.75
1230,2001,10.5,1.5
1230,2002,12,1.5
1230,2003,13.5,2.25
1230,2004,15.75,-0.25
1230,2005,15.5,2.75
1230,2006,18.25,1.5
1230,2007,19.75,1.75
1230,2008,21.5,1.5
1230,2009,23,0.75
1231,1996,15.12,2.13
1231,1997,17.25,2.5
1231,1998,19.75,2.75
1231,1999,22.5,2.75
1231,2000,25.25,2.75
1231,2001,28,5.25
1231,2002,33.25,4.5
1231,2003,37.75,4.5
1231,2004,42.25,4.75
1231,2005,47,4.75
1231,2006,51.75,6.5
1231,2007,58.25,9.25
1232,1997,4.875,0.375
1232,1998,5.25,0.25
1232,1999,5.5,1
1232,2000,6.5,1
1232,2001,7.5,0.5
1232,2002,8,0
1232,2003,8,0.5
1232,2004,8.5,0.25
1232,2005,8.75,0.5
1232,2006,9.25,2.25
1232,2007,11.5,0.75
1232,2008,12.25,0.5
1232,2009,12.75,0.25
1233,1997,6.75,0.625
1233,1998,7.375,0.875
1233,1999,8.25,0.5
1233,2000,8.75,0.5
1233,2001,9.25,1
1233,2002,10.25,-0.25
1233,2003,10,1.75
1233,2004,11.75,0.5
1233,2005,12.25,-0.25
1233,2006,12,2.5
1233,2007,14.5,1.25
1233,2008,15.75,1.5
1233,2009,17.25,0
1234,1997,5.75,0.5
1234,1998,6.25,0.5
1234,1999,6.75,0.75
1234,2000,7.5,0.75
1234,2001,8.25,2
1234,2002,10.25,0.25
1234,2003,10.5,1.25
1234,2004,11.75,0.75
1234,2005,12.5,1.75
1234,2006,14.25,1.75
1234,2007,16,2.25
1234,2008,18.25,2
1234,2009,20.25,1.75
1235,1997,4.5,1.25
1235,1998,5.75,1.75
1235,1999,7.5,1.75
1235,2000,9.25,2
1235,2001,11.25,3.25
1235,2002,14.5,1.25
1235,2003,15.75,3.25
1235,2004,19,2.25
1235,2005,21.25,4.5
1235,2006,25.75,4.75
1235,2007,30.5,4.25
1235,2008,34.75,6.75
1235,2009,41.5,7
1236,1997,9.875,-1.125
1236,1998,8.75,0
1236,1999,8.75,0
1236,2000,8.75,0.25
1236,2001,9,-1
1236,2002,8,0.75
1236,2003,8.75,-0.25
1236,2004,8.5,0
1237,1997,9.75,2.25
1237,1998,12,1.5
1237,1999,13.5,2.25
1237,2000,15.75,2.5
1237,2001,18.25,3.5
1237,2002,21.75,3
1237,2003,24.75,2.5
1237,2004,27.25,3.5
1237,2005,30.75,3
1237,2006,33.75,4.5
1237,2007,38.25,6
1237,2008,44.25,5.25
1237,2009,49.5,5.5
1238,1998,9.625,1.375
1238,1999,11,1.25
1238,2000,12.25,2
1238,2001,14.25,2.5
1238,2002,16.75,1.75
1238,2003,18.5,2.25
1238,2004,20.75,0.5
1238,2005,21.25,2.5
1238,2006,23.75,3.75
1238,2007,27.5,4.25
1238,2008,31.75,4.25
1238,2009,36,4.25
1239,1998,9.625,2.375
1239,1999,12,0.75
1239,2000,12.75,1.5
1239,2001,14.25,2.75
1239,2002,17,1.75
1239,2003,18.75,3.5
1239,2004,22.25,3.25
1239,2005,25.5,3.25
1239,2006,28.75,3.75
1239,2007,32.5,5
1239,2008,37.5,5
1239,2009,42.5,8
1240,1998,8.125,2.125
1240,1999,10.25,1.5
1240,2000,11.75,2
1240,2001,13.75,2.75
1240,2002,16.5,1.5
1240,2003,18,3
1240,2004,21,2.75
1240,2005,23.75,3.75
1240,2006,27.5,3.75
1240,2007,31.25,5
1240,2008,36.25,4
1240,2009,40.25,6.25
1241,1998,12,2
1241,1999,14,2.25
1241,2000,16.25,2.25
1241,2001,18.5,2
1241,2002,20.5,3
1241,2003,23.5,4.25
1241,2004,27.75,4.25
1241,2005,32,4.5
1241,2006,36.5,4.75
1241,2007,41.25,5.25
1241,2008,46.5,5.5
1241,2009,52,7.5
1242,1999,8.25,0.75
1242,2000,9,1
1242,2001,10,0.25
1242,2002,10.25,0.75
1243,1999,8.25,2.5
1243,2000,10.75,1
1243,2001,11.75,2
1243,2002,13.75,1.75
1243,2003,15.5,2.25
1243,2004,17.75,1.25
1243,2005,19,1
1243,2006,20,3.5
1243,2007,23.5,3.75
1243,2008,27.25,4
1243,2009,31.25,3.25
1244,2001,9.5,2
1244,2002,11.5,0.25
1244,2003,11.75,1.25
1244,2004,13,-1
1244,2005,12,0.25
1244,2006,12.25,0
1245,2002,7,1.25
1245,2003,8.25,1.25
1245,2004,9.5,0.5
1245,2005,10,1.25
1245,2006,11.25,2.5
1245,2007,13.75,1.25
1245,2008,15,3.25
1245,2009,18.25,2.25
1246,2003,8.5,1.75
1246,2004,10.25,0.5
1246,2005,10.75,0.75
1246,2006,11.5,2.5
1246,2007,14,0.75
1246,2008,14.75,2.75
1246,2009,17.5,1.5
1247,2004,8.75,2
1247,2005,10.75,-0.25
1248,2004,24.5,2.75
1248,2005,27.25,3.25
1248,2006,30.5,5.5
1248,2007,36,2
1248,2008,38,7
1248,2009,45,4.5
1249,2005,9.25,-0.5
1249,2006,8.75,1
1250,2007,10.5,2.25
1250,2008,12.75,1.75
1250,2009,14.5,1.25
2319,1980,12,1
2319,1981,13,0.964240044
2319,1983,15,1
2319,1984,16,2
2319,1985,18,0
2319,1986,18,-0.5
2319,1987,17.5,0
2319,1988,17.5,1.375
2319,1989,18.875,0.875
2319,1990,19.75,0.25
2319,1991,20,0.38
2319,1992,20.38,1.87
2319,1993,22.25,1.75
2319,1994,24,3.75
2319,1995,27.75,2.37
2319,1996,30.12,2.505
2319,1997,32.625,4.375
2319,1998,37,3.75
2319,1999,40.75,4.25
2319,2000,45,4.5
2319,2001,49.5,1.5
2319,2002,51,4.25
2319,2003,55.25,3.75
2319,2004,59,3.75
2319,2005,62.75,4.75
2321,1980,11,2
2322,1980,15,3
2322,1981,18,2.346989949
2322,1983,23,3
2322,1984,26,5.5
2322,1985,31.5,3.5
2322,1986,35,6.5
2322,1987,41.5,6.25
2322,1988,47.75,6.375
2322,1989,54.125,5.75
2322,1990,59.875,7.625
2323,1980,24,2
2323,1981,26,3.732137495
2323,1983,34,9
2323,1984,43,2
2323,1985,45,9
2323,1986,54,2
2323,1987,56,-1.5
2323,1988,54.5,1.5
2323,1989,56,-2.125
2323,1990,53.875,11.875
2323,1991,65.75,9.25
2324,1980,18,2
2324,1981,20,5.298221281
2324,1983,32,5
2324,1984,37,6
2324,1985,43,9
2324,1986,52,10
2324,1987,62,9.5
2324,1988,71.5,8.5
2325,1979,6,2
2325,1980,8,2
2326,1980,6,1
2326,1981,7,0.483314774
2326,1983,8,1.5
2327,1980,6,1
2327,1981,7,1.774964387
2327,1983,11,2
2328,1979,9,2
2328,1980,11,2
2328,1981,13,2.297058541
2328,1983,18,3
2328,1984,21,4
2328,1985,25,1
2328,1986,26,3.05
2328,1987,29.05,3.7
2328,1988,32.75,4.375
2328,1989,37.125,3.125
2328,1990,40.25,2.75
2328,1991,43,3.87
2328,1992,46.87,4.63
2328,1993,51.5,2
2328,1994,53.5,7.125
2328,1995,60.625,3.625
2328,1996,64.25,5.75
2329,1979,5,1
2329,1980,6,2
2329,1981,8,2.198039027
2329,1983,13,3
2329,1984,16,3
2329,1985,19,1
2329,1986,20,5
2329,1987,25,0.25
2329,1988,25.25,4.125
2329,1989,29.375,3.875
2329,1990,33.25,5
2329,1991,38.25,3.38
2329,1992,41.63,6.12
2329,1993,47.75,4
2329,1994,51.75,6
2329,1995,57.75,2.87
2329,1996,60.62,4.63
2329,1997,65.25,8.25
2331,1980,24,3
2331,1981,27,4.606961259
2331,1983,37,5
2331,1984,42,5
2331,1985,47,6
2331,1986,53,6.25
2331,1987,59.25,8.375
2331,1988,67.625,9.375
2332,1983,29,4
2332,1984,33,4
2332,1985,37,6
2332,1986,43,4.5
2332,1987,47.5,5.25
2332,1988,52.75,5.625
2332,1989,58.375,6.25
2332,1990,64.625,7.375
2333,1980,30,-1
2333,1981,29,3.310988843
2333,1983,36,7
2334,1980,16,3
2334,1981,19,4.473389189
2334,1983,29,4
2334,1984,33,5
2334,1985,38,5
2334,1986,43,5
2334,1987,48,7.375
2334,1988,55.375,8.375
2334,1989,63.75,6.125
2335,1980,8,1
2335,1981,9,1.392304845
2335,1983,12,4
2335,1984,16,1
2335,1985,17,1
2335,1986,18,4
2335,1987,22,3.875
2335,1988,25.875,3.125
2335,1989,29,3.625
2335,1990,32.625,4.625
2335,1991,37.25,3
2335,1992,40.25,2.62
2335,1993,42.87,3.25
2335,1994,46.12,5.26
2335,1995,51.38,4.49
2335,1996,55.87,4.13
2335,1997,60,5.5
2335,1998,65.5,6
2337,1981,8,0.94427191
2337,1983,10,1
2337,1984,11,3
2337,1985,14,0
2337,1986,14,2
2337,1987,16,0.875
2337,1988,16.875,2.375
2337,1989,19.25,2
2337,1990,21.25,1.5
2337,1991,22.75,1.63
2337,1992,24.38,2.87
2337,1993,27.25,0.25
2337,1994,27.5,5.625
2337,1995,33.125,1.745
2337,1996,34.87,3.005
2337,1997,37.875,4.5
2337,1998,42.375,4.875
2337,1999,47.25,6
2337,2000,53.25,4.5
2337,2001,57.75,6.5
2337,2002,64.25,3.5
2337,2003,67.75,5.25
2338,1983,12,1
2339,1983,29,6
2339,1984,35,6
2339,1985,41,6
2339,1986,47,5
2339,1987,52,9.75
2339,1988,61.75,7.125
2339,1989,68.875,8.125
2340,1983,8,0
2340,1984,8,2
2340,1985,10,0
2340,1986,10,-0.25
2340,1987,9.75,-0.25
2341,1983,10,1
2341,1984,11,1
2341,1985,12,1
2341,1986,13,1
2341,1987,14,2
2341,1988,16,2.25
2341,1989,18.25,0
2341,1990,18.25,2.25
2341,1991,20.5,1.37
2341,1992,21.87,2.25
2341,1993,24.12,0.63
2341,1994,24.75,2.75
2341,1995,27.5,2.5
2341,1996,30,1
2341,1997,31,-0.25
2341,1998,30.75,0
2341,1999,30.75,-1.25
2341,2000,29.5,0
2341,2001,29.5,0
2341,2002,29.5,0.5
2341,2003,30,0
2341,2004,30,3.25
2341,2005,33.25,4.75
2341,2006,38,3.5
2341,2007,41.5,2.5
2341,2008,44,5.75
2341,2009,49.75,6.25
2342,1983,4,1
2342,1984,5,1
2342,1985,6,0
2342,1986,6,0
2342,1987,6,0.75
2342,1988,6.75,0.5
2342,1989,7.25,0.125
2342,1990,7.375,0.5
2342,1991,7.875,0.375
2342,1992,8.25,-0.13
2342,1993,8.12,-0.37
2342,1994,7.75,0.25
2344,1984,13,3
2344,1985,16,1
2344,1986,17,3.75
2344,1987,20.75,4.625
2344,1988,25.375,4.125
2344,1989,29.5,6.125
2344,1990,35.625,5.25
2344,1991,40.875,4.875
2344,1992,45.75,7.37
2344,1993,53.12,5.63
2344,1994,58.75,10
2345,1986,16,3.5
2345,1987,19.5,1.75
2345,1988,21.25,2.5
2345,1989,23.75,5.5
2345,1990,29.25,3
2345,1991,32.25,3.25
2345,1992,35.5,5.75
2345,1993,41.25,3.25
2345,1994,44.5,7.625
2345,1995,52.125,7.375
2345,1996,59.5,6.5
2345,1997,66,9
2346,1987,19.5,1.75
2346,1988,21.25,1.25
2346,1989,22.5,1.875
2346,1990,24.375,2.125
2346,1991,26.5,2
2346,1992,28.5,2.62
2346,1993,31.12,2.38
2346,1994,33.5,4.5
2346,1995,38,3.62
2346,1996,41.62,3.88
2346,1997,45.5,6
2346,1998,51.5,3.875
2346,1999,55.375,3.875
2346,2000,59.25,4.5
2346,2001,63.75,4.75
2346,2002,68.5,3.5
2347,1988,2,1.125
2347,1989,3.125,1.25
2348,1988,9.75,1.125
2348,1989,10.875,0.875
2348,1990,11.75,1.75
2348,1991,13.5,0.88
2348,1992,14.38,1.74
2348,1993,16.12,0.51
2348,1994,16.63,0.495
2348,1995,17.125,1.375
2348,1996,18.5,2.875
2348,1997,21.375,1.625
2348,1998,23,2.625
2348,1999,25.625,2.125
2348,2000,27.75,1.25
2348,2001,29,3
2348,2002,32,1.5
2348,2003,33.5,2
2348,2004,35.5,2
2348,2005,37.5,2.75
2348,2006,40.25,3
2348,2007,43.25,4
2348,2008,47.25,2.25
2348,2009,49.5,0
2349,1988,2.75,0.875
2349,1989,3.625,0.75
2349,1990,4.375,1
2349,1991,5.375,0.745
2349,1992,6.12,1.75
2349,1993,7.87,0.88
2349,1994,8.75,1.375
2349,1995,10.125,1.495
2349,1996,11.62,1.255
2349,1997,12.875,1.375
2349,2000,15.25,1.75
2349,2001,17,1.25
2349,2002,18.25,0
2349,2003,18.25,3
2349,2004,21.25,1.75
2349,2005,23,2.25
2349,2006,25.25,2
2349,2007,27.25,4.75
2349,2008,32,4
2349,2009,36,3.75
2352,1989,5.5,1.625
2352,1990,7.125,1.75
2352,1991,8.875,0.625
2352,1992,9.5,2.5
2352,1993,12,1.25
2352,1994,13.25,3.75
2352,1995,17,2.75
2352,1996,19.75,3
2352,1997,22.75,5.25
2352,1998,28,2.375
2352,1999,30.375,5.625
2352,2000,36,3.25
2352,2001,39.25,5.75
2352,2002,45,4
2352,2003,49,6
2352,2004,55,4
2352,2005,59,7
2353,1989,2,0.875
2353,1990,2.875,1.875
2354,1989,2.375,0
2355,1991,4.875,0.875
2355,1992,5.75,0.25
2355,1993,6,0.38
2355,1994,6.38,0.62
2355,1995,7,0.12
2355,1996,7.12,1.63
2355,1997,8.75,0.875
2355,1998,9.625,2.375
2355,1999,12,0.75
2355,2000,12.75,-0.5
2355,2001,12.25,-0.5
2355,2002,11.75,1.5
2355,2003,13.25,-1.25
2355,2004,12,0.25
2355,2005,12.25,1.25
2355,2006,13.5,1.5
2355,2007,15,1.5
2355,2008,16.5,2
2355,2009,18.5,0
2356,1991,4.5,1.75
2356,1992,6.25,1.37
2357,1991,2.75,1.12
2357,1992,3.87,1.38
2357,1993,5.25,0.75
2357,1994,6,2.5
2357,1995,8.5,0.88
2357,1996,9.38,1.62
2357,1997,11,2.5
2357,1998,13.5,1.5
2357,1999,15,1.5
2357,2000,16.5,0.75
2357,2001,17.25,2.75
2357,2002,20,0.75
2357,2003,20.75,3
2357,2004,23.75,3.5
2357,2005,27.25,2.5
2357,2006,29.75,1.75
2357,2007,31.5,5
2357,2008,36.5,4.75
2357,2009,41.25,5.25
2358,1991,6.875,0.625
2358,1992,7.5,0.37
2358,1993,7.87,1
2358,1994,8.87,1.13
2358,1995,10,1.12
2358,1996,11.12,1.755
2358,1997,12.875,1.25
2358,1998,14.125,1.5
2358,1999,15.625,1.125
2358,2000,16.75,2.5
2358,2001,19.25,1.25
2358,2002,20.5,1.75
2358,2003,22.25,1
2358,2004,23.25,0.75
2358,2005,24,1.75
2358,2006,25.75,1.75
2358,2007,27.5,4
2358,2008,31.5,2.25
2358,2009,33.75,3.75
2359,1991,4.75,1.12
2359,1992,5.87,0.51
2359,1993,6.38,-2.88
2360,1991,4.25,0.87
2360,1992,5.12,1.38
2360,1993,6.5,1
2360,1994,7.5,1.88
2360,1995,9.38,0.37
2360,1996,9.75,1.5
2360,1997,11.25,1.75
2360,1998,13,1.875
2360,1999,14.875,1.125
2360,2000,16,1
2360,2001,17,2
2360,2002,19,2.25
2360,2003,21.25,2.25
2360,2004,23.5,1.75
2360,2005,25.25,2.75
2360,2006,28,4.25
2360,2007,32.25,2.25
2360,2008,34.5,3.5
2360,2009,38,3.5
2361,1991,5.25,0.5
2361,1992,5.75,2
2361,1993,7.75,0.25
2361,1994,8,1.25
2361,1995,9.25,-0.25
2361,1996,9,0.875
2361,1997,9.875,1.625
2361,1998,11.5,0.625
2361,1999,12.125,1.625
2361,2000,13.75,1.75
2361,2001,15.5,1.75
2361,2002,17.25,1.5
2361,2003,18.75,1
2361,2004,19.75,0.5
2361,2005,20.25,0.5
2361,2006,20.75,2.25
2361,2007,23,0.5
2362,1991,2.375,0.495
2362,1992,2.87,0.51
2362,1993,3.38,1.12
2362,1994,4.5,0.375
2362,1995,4.875,0.375
2362,1996,5.25,1.125
2362,1997,6.375,1.5
2362,1998,7.875,0
2362,1999,7.875,0.625
2362,2000,8.5,1
2362,2001,9.5,0.5
2362,2002,10,0.5
2362,2003,10.5,1
2362,2004,11.5,1.5
2363,1991,3.75,0.5
2363,1992,4.25,0.62
2363,1993,4.87,0.38
2363,1994,5.25,0.625
2363,1995,5.875,0.375
2363,1996,6.25,0.875
2363,1997,7.125,1.25
2363,2005,15.5,1.5
2363,2006,17,1.25
2363,2007,18.25,0.25
2363,2008,18.5,2
2363,2009,20.5,2
2364,1991,4.125,0.375
2364,1992,4.5,-0.12
2364,1993,4.38,0.37
2364,1994,4.75,0.63
2364,1995,5.38,0.62
2364,1996,6,1
2364,1997,7,0.5
2364,1998,7.5,0.875
2364,1999,8.375,0.875
2364,2000,9.25,0.75
2364,2001,10,1.25
2364,2002,11.25,1.5
2364,2003,12.75,1.25
2364,2004,14,1.75
2364,2005,15.75,1.25
2364,2006,17,2
2364,2007,19,2.5
2364,2008,21.5,2
2364,2009,23.5,1
2365,1993,3.25,1.38
2365,1994,4.63,0.75
2365,1995,5.38,1.37
2365,1996,6.75,1.25
2365,1997,8,0.5
2365,1998,8.5,1.125
2365,1999,9.625,1.375
2365,2000,11,1.5
2365,2001,12.5,2
2365,2002,14.5,1.5
2365,2003,16,0.75
2365,2004,16.75,2.5
2365,2005,19.25,3.5
2365,2006,22.75,0.25
2365,2007,23,3.25
2365,2008,26.25,4.75
2365,2009,31,4
2366,1993,4.62,0.38
2366,1994,5,1.75
2366,1995,6.75,0.37
2366,1996,7.12,2.005
2366,1997,9.125,2.625
2366,1998,11.75,1.375
2366,1999,13.125,1.625
2366,2000,14.75,1.5
2366,2001,16.25,3.25
2366,2002,19.5,3.5
2366,2003,23,4.25
2366,2004,27.25,3.75
2366,2005,31,2.75
2366,2006,33.75,6.75
2366,2007,40.5,8
2366,2008,48.5,7.5
2366,2009,56,6.5
2368,1993,2.38,0.25
2369,1993,4.12,1.38
2369,1994,5.5,2
2369,1995,7.5,1
2369,1996,8.5,1.5
2369,1997,10,2.25
2369,1998,12.25,0.875
2369,1999,13.125,1.125
2369,2000,14.25,1.75
2369,2001,16,1
2369,2002,17,1.25
2369,2003,18.25,1.25
2369,2004,19.5,1.5
2369,2005,21,1.5
2369,2006,22.5,2.75
2369,2007,25.25,1.25
2369,2008,26.5,3.5
2369,2009,30,3
2370,1993,8.78,0.6
2370,1994,9.38,1.37
2371,1993,3.75,0.25
2371,1994,4,1.25
2371,1995,5.25,0.87
2371,1996,6.12,1.13
2371,1997,7.25,0.5
2371,1998,7.75,1.125
2371,1999,8.875,0.625
2371,2000,9.5,1.25
2371,2001,10.75,1.5
2371,2002,12.25,0.5
2371,2003,12.75,1.75
2371,2004,14.5,1.25
2371,2005,15.75,1
2371,2006,16.75,1.5
2371,2007,18.25,1.5
2371,2008,19.75,1.75
2371,2009,21.5,1.75
2373,1993,5.12,0.26
2373,1994,5.38,0.62
2373,1995,6,0.75
2373,1996,6.75,0.875
2373,1997,7.625,0.375
2373,1998,8,0
2373,1999,8,0
2374,1994,2.38,0.495
2374,1995,2.875,0.995
2374,1996,3.87,-0.12
2374,1997,3.75,1.25
2374,1998,5,-0.5
2374,1999,4.5,0.5
2374,2000,5,1.75
2374,2001,6.75,0.5
2374,2002,7.25,1.25
2374,2003,8.5,2.25
2374,2004,10.75,0.75
2374,2005,11.5,1
2374,2006,12.5,3
2374,2007,15.5,1.5
2374,2008,17,2.25
2374,2009,19.25,1.25
2375,1994,3.25,1.25
2375,1995,4.5,0.75
2375,1996,5.25,0.75
2375,1997,6,0.875
2375,1998,6.875,0.875
2375,1999,7.75,0.5
2375,2000,8.25,1.25
2375,2001,9.5,1.75
2375,2002,11.25,1
2375,2003,12.25,1.25
2375,2004,13.5,0.75
2375,2005,14.25,1
2375,2006,15.25,0.5
2375,2007,15.75,2.25
2375,2008,18,1
2375,2009,19,0.75
2376,1994,6.25,2.25
2376,1995,8.5,0.37
2376,1996,8.87,1.88
2376,1997,10.75,0.75
2376,1998,11.5,1.375
2376,1999,12.875,0.875
2376,2000,13.75,0.75
2376,2001,14.5,1.25
2376,2002,15.75,1.25
2376,2003,17,1.75
2376,2004,18.75,0.5
2376,2005,19.25,1.75
2376,2006,21,2.75
2376,2007,23.75,1.75
2376,2008,25.5,1.5
2376,2009,27,0.75
2377,1994,4.5,1.375
2377,1995,5.875,0.995
2377,1996,6.87,1.38
2377,1997,8.25,1.25
2377,1998,9.5,1.5
2377,1999,11,0.5
2377,2000,11.5,0.75
2377,2001,12.25,1.5
2377,2002,13.75,0.5
2377,2003,14.25,1.75
2377,2004,16,0.5
2377,2005,16.5,1.5
2377,2006,18,1.75
2377,2007,19.75,2
2377,2008,21.75,2.5
2377,2009,24.25,1
2378,1994,3,0.875
2378,1995,3.875,0.375
2378,1996,4.25,1
2378,1997,5.25,0.375
2378,1998,5.625,0.875
2378,1999,6.5,0
2378,2000,6.5,1.25
2378,2001,7.75,1
2378,2002,8.75,1
2378,2003,9.75,0.5
2378,2004,10.25,1
2378,2005,11.25,0.75
2378,2006,12,2
2378,2007,14,1.5
2378,2008,15.5,1
2378,2009,16.5,1
2379,1994,5.25,1
2379,1995,6.25,2
2379,1996,8.25,1.375
2379,1997,9.625,1.625
2379,1998,11.25,1.5
2379,1999,12.75,0.75
2379,2000,13.5,1.75
